company|version|date|rating|count
airbnb|"1.2.3"|2011-12-05|5|2
airbnb|"1.2.3"|2011-12-08|2|1
airbnb|"1.2.3"|2011-12-08|5|1
airbnb|"1.2.3"|2011-12-10|5|1
airbnb|"1.2.3"|2011-12-11|5|2
airbnb|"1.2.3"|2011-12-12|5|2
airbnb|"1.2.3"|2011-12-13|5|1
airbnb|"1.2.3"|2011-12-14|5|1
airbnb|"1.2.2"|2011-12-15|5|1
airbnb|"1.2.3"|2011-12-15|5|1
airbnb|"1.2.3"|2011-12-16|5|1
airbnb|"1.2.3"|2011-12-17|5|2
airbnb|"1.2.1"|2011-12-20|5|1
airbnb|"1.2.3"|2011-12-20|4|1
airbnb|"1.2.3"|2011-12-20|5|2
airbnb|"1.2.3"|2011-12-21|1|1
airbnb|"1.2.3"|2011-12-21|5|1
airbnb|"1.2.3"|2011-12-23|5|1
airbnb|"1.2.3"|2011-12-25|5|1
airbnb|"1.2.3"|2011-12-26|5|1
airbnb|"1.2.3"|2011-12-28|5|1
airbnb|"1.2.3"|2011-12-29|5|3
airbnb|"1.2.3"|2011-12-30|5|1
airbnb|"1.2.3"|2011-12-31|4|1
airbnb|"1.2.3"|2011-12-31|5|3
airbnb|"1.2.3"|2012-01-01|5|1
airbnb|"1.2.3"|2012-01-02|5|2
airbnb|"1.2.3"|2012-01-03|5|2
airbnb|"1.2.3"|2012-01-04|5|1
airbnb|"1.2.3"|2012-01-05|3|1
airbnb|"1.2.3"|2012-01-05|5|1
airbnb|"1.2.3"|2012-01-06|5|1
airbnb|"1.2.3"|2012-01-07|4|1
airbnb|"1.2.3"|2012-01-07|5|2
airbnb|"1.2.3"|2012-01-08|5|2
airbnb|"1.2.3"|2012-01-09|5|3
airbnb|"1.2.3"|2012-01-10|5|2
airbnb|"1.2.3"|2012-01-12|5|5
airbnb|"1.2.3"|2012-01-13|5|2
airbnb|"1.2.3"|2012-01-14|3|1
airbnb|"1.2.3"|2012-01-14|5|1
airbnb|"1.2.2"|2012-01-16|5|1
airbnb|"1.2.3"|2012-01-16|3|1
airbnb|"1.2.3"|2012-01-17|4|1
airbnb|"1.2.3"|2012-01-17|5|4
airbnb|"1.2.3"|2012-01-22|5|1
airbnb|"1.2.3"|2012-01-24|5|1
airbnb|"1.2.3"|2012-01-25|4|1
airbnb|"1.2.3"|2012-01-25|5|1
airbnb|"1.2.3"|2012-01-26|4|2
airbnb|"1.2.3"|2012-01-28|3|1
airbnb|"1.2.3"|2012-01-28|4|1
airbnb|"1.2.3"|2012-01-29|5|2
airbnb|"1.2.3"|2012-01-31|5|1
airbnb|"1.2.3"|2012-02-01|5|3
airbnb|"1.2.3"|2012-02-02|5|2
airbnb|"1.2.3"|2012-02-03|5|1
airbnb|"1.2.3"|2012-02-04|5|1
airbnb|"1.2.3"|2012-02-05|4|1
airbnb|"1.2.3"|2012-02-06|5|1
airbnb|"1.2.3"|2012-02-07|4|1
airbnb|"1.2.3"|2012-02-07|5|1
airbnb|"1.2.3"|2012-02-08|4|1
airbnb|"1.2.3"|2012-02-08|5|2
airbnb|"1.2.3"|2012-02-10|5|1
airbnb|"1.2.3"|2012-02-11|5|3
